HolidayDate,HolidayDateNZ,HolidayD,HolidayMonth,HolidayYear,DayNumberOfWeek,HolidayDay,HolidayName,NationalHoliday,ObservedDate,ObservedDay
04/21/1992,21/04/1992,21,4,1992,2,Tuesday,Southland Anniversary,N,04/21/1992,Tuesday
04/25/1992,25/04/1992,25,4,1992,6,Saturday,ANZAC Day,Y,04/25/1992,Saturday
6/01/1992,1/06/1992,1,6,1992,1,Monday,Queen's Birthday,Y,6/01/1992,Monday
09/28/1992,28/09/1992,28,9,1992,1,Monday,South Canterbury Anniversary,N,09/28/1992,Monday
10/23/1992,23/10/1992,23,10,1992,5,Friday,Hawke's Bay Anniversary,N,10/23/1992,Friday
10/26/1992,26/10/1992,26,10,1992,1,Monday,Labour Day,Y,10/26/1992,Monday
11/02/1992,2/11/1992,2,11,1992,1,Monday,Marlborough Anniversary,N,11/02/1992,Monday
11/13/1992,13/11/1992,13,11,1992,5,Friday,Canterbury Anniversary,N,11/13/1992,Friday
11/30/1992,30/11/1992,30,11,1992,1,Monday,Westland Anniversary,N,11/30/1992,Monday
11/30/1992,30/11/1992,30,11,1992,1,Monday,Chatham Islands Anniversary,N,11/30/1992,Monday
12/25/1992,25/12/1992,25,12,1992,5,Friday,Christmas Day,Y,12/25/1992,Friday
12/26/1992,26/12/1992,26,12,1992,6,Saturday,Boxing Day,Y,12/28/1992,Monday
1/01/1993,1/01/1993,1,1,1993,5,Friday,New Year's Day,Y,1/01/1993,Friday
1/02/1993,2/01/1993,2,1,1993,6,Saturday,Day after New Year's Day,Y,1/04/1993,Monday
01/25/1993,25/01/1993,25,1,1993,1,Monday,Wellington Anniversary,N,01/25/1993,Monday
2/01/1993,1/02/1993,1,2,1993,1,Monday,Auckland Anniversary,N,2/01/1993,Monday
2/01/1993,1/02/1993,1,2,1993,1,Monday,Nelson Anniversary,N,2/01/1993,Monday
2/06/1993,6/02/1993,6,2,1993,6,Saturday,Waitangi Day,Y,2/06/1993,Saturday
3/08/1993,8/03/1993,8,3,1993,1,Monday,Taranaki Anniversary,N,3/08/1993,Monday
03/22/1993,22/03/1993,22,3,1993,1,Monday,Otago Anniversary,N,03/22/1993,Monday
4/09/1993,9/04/1993,9,4,1993,5,Friday,Good Friday,Y,4/09/1993,Friday
4/12/1993,12/04/1993,12,4,1993,1,Monday,Easter Monday,Y,4/12/1993,Monday
04/13/1993,13/04/1993,13,4,1993,2,Tuesday,Southland Anniversary,N,04/13/1993,Tuesday
04/25/1993,25/04/1993,25,4,1993,7,Sunday,ANZAC Day,Y,04/25/1993,Sunday
6/07/1993,7/06/1993,7,6,1993,1,Monday,Queen's Birthday,Y,6/07/1993,Monday
09/27/1993,27/09/1993,27,9,1993,1,Monday,South Canterbury Anniversary,N,09/27/1993,Monday
10/22/1993,22/10/1993,22,10,1993,5,Friday,Hawke's Bay Anniversary,N,10/22/1993,Friday
10/25/1993,25/10/1993,25,10,1993,1,Monday,Labour Day,Y,10/25/1993,Monday
11/01/1993,1/11/1993,1,11,1993,1,Monday,Marlborough Anniversary,N,11/01/1993,Monday
11/12/1993,12/11/1993,12,11,1993,5,Friday,Canterbury Anniversary,N,11/12/1993,Friday
11/29/1993,29/11/1993,29,11,1993,1,Monday,Westland Anniversary,N,11/29/1993,Monday
11/29/1993,29/11/1993,29,11,1993,1,Monday,Chatham Islands Anniversary,N,11/29/1993,Monday
12/25/1993,25/12/1993,25,12,1993,6,Saturday,Christmas Day,Y,12/27/1993,Monday
12/26/1993,26/12/1993,26,12,1993,7,Sunday,Boxing Day,Y,12/27/1993,Monday
1/01/1994,1/01/1994,1,1,1994,6,Saturday,New Year's Day,Y,1/03/1994,Monday
1/02/1994,2/01/1994,2,1,1994,7,Sunday,Day after New Year's Day,Y,1/03/1994,Monday
01/24/1994,24/01/1994,24,1,1994,1,Monday,Wellington Anniversary,N,01/24/1994,Monday
01/31/1994,31/01/1994,31,1,1994,1,Monday,Auckland Anniversary,N,01/31/1994,Monday
01/31/1994,31/01/1994,31,1,1994,1,Monday,Nelson Anniversary,N,01/31/1994,Monday
2/06/1994,6/02/1994,6,2,1994,7,Sunday,Waitangi Day,Y,2/06/1994,Sunday
03/14/1994,14/03/1994,14,3,1994,1,Monday,Taranaki Anniversary,N,03/14/1994,Monday
03/21/1994,21/03/1994,21,3,1994,1,Monday,Otago Anniversary,N,03/21/1994,Monday
4/01/1994,1/04/1994,1,4,1994,5,Friday,Good Friday,Y,4/01/1994,Friday
4/04/1994,4/04/1994,4,4,1994,1,Monday,Easter Monday,Y,4/04/1994,Monday
4/05/1994,5/04/1994,5,4,1994,2,Tuesday,Southland Anniversary,N,4/05/1994,Tuesday
04/25/1994,25/04/1994,25,4,1994,1,Monday,ANZAC Day,Y,04/25/1994,Monday
6/06/1994,6/06/1994,6,6,1994,1,Monday,Queen's Birthday,Y,6/06/1994,Monday
09/26/1994,26/09/1994,26,9,1994,1,Monday,South Canterbury Anniversary,N,09/26/1994,Monday
10/21/1994,21/10/1994,21,10,1994,5,Friday,Hawke's Bay Anniversary,N,10/21/1994,Friday
10/24/1994,24/10/1994,24,10,1994,1,Monday,Labour Day,Y,10/24/1994,Monday
10/31/1994,31/10/1994,31,10,1994,1,Monday,Marlborough Anniversary,N,10/31/1994,Monday
11/11/1994,11/11/1994,11,11,1994,5,Friday,Canterbury Anniversary,N,11/11/1994,Friday
11/28/1994,28/11/1994,28,11,1994,1,Monday,Westland Anniversary,N,11/28/1994,Monday
11/28/1994,28/11/1994,28,11,1994,1,Monday,Chatham Islands Anniversary,N,11/28/1994,Monday
12/25/1994,25/12/1994,25,12,1994,7,Sunday,Christmas Day,Y,12/27/1994,Tuesday
12/26/1994,26/12/1994,26,12,1994,1,Monday,Boxing Day,Y,12/26/1994,Monday
1/01/1995,1/01/1995,1,1,1995,7,Sunday,New Year's Day,Y,1/03/1995,Tuesday
1/02/1995,2/01/1995,2,1,1995,1,Monday,Day after New Year's Day,Y,1/02/1995,Monday
01/23/1995,23/01/1995,23,1,1995,1,Monday,Wellington Anniversary,N,01/23/1995,Monday
01/30/1995,30/01/1995,30,1,1995,1,Monday,Auckland Anniversary,N,01/30/1995,Monday
01/30/1995,30/01/1995,30,1,1995,1,Monday,Nelson Anniversary,N,01/30/1995,Monday
2/06/1995,6/02/1995,6,2,1995,1,Monday,Waitangi Day,Y,2/06/1995,Monday
03/13/1995,13/03/1995,13,3,1995,1,Monday,Taranaki Anniversary,N,03/13/1995,Monday
03/20/1995,20/03/1995,20,3,1995,1,Monday,Otago Anniversary,N,03/20/1995,Monday
04/14/1995,14/04/1995,14,4,1995,5,Friday,Good Friday,Y,04/14/1995,Friday
04/17/1995,17/04/1995,17,4,1995,1,Monday,Easter Monday,Y,04/17/1995,Monday
04/18/1995,18/04/1995,18,4,1995,2,Tuesday,Southland Anniversary,N,04/18/1995,Tuesday
04/25/1995,25/04/1995,25,4,1995,2,Tuesday,ANZAC Day,Y,04/25/1995,Tuesday
6/05/1995,5/06/1995,5,6,1995,1,Monday,Queen's Birthday,Y,6/05/1995,Monday
09/25/1995,25/09/1995,25,9,1995,1,Monday,South Canterbury Anniversary,N,09/25/1995,Monday
10/20/1995,20/10/1995,20,10,1995,5,Friday,Hawke's Bay Anniversary,N,10/20/1995,Friday
10/23/1995,23/10/1995,23,10,1995,1,Monday,Labour Day,Y,10/23/1995,Monday
10/30/1995,30/10/1995,30,10,1995,1,Monday,Marlborough Anniversary,N,10/30/1995,Monday
11/17/1995,17/11/1995,17,11,1995,5,Friday,Canterbury Anniversary,N,11/17/1995,Friday
11/27/1995,27/11/1995,27,11,1995,1,Monday,Chatham Islands Anniversary,N,11/27/1995,Monday
12/04/1995,4/12/1995,4,12,1995,1,Monday,Westland Anniversary,N,12/04/1995,Monday
12/25/1995,25/12/1995,25,12,1995,1,Monday,Christmas Day,Y,12/25/1995,Monday
12/26/1995,26/12/1995,26,12,1995,2,Tuesday,Boxing Day,Y,12/26/1995,Tuesday
1/01/1996,1/01/1996,1,1,1996,1,Monday,New Year's Day,Y,1/01/1996,Monday
1/02/1996,2/01/1996,2,1,1996,2,Tuesday,Day after New Year's Day,Y,1/02/1996,Tuesday
01/22/1996,22/01/1996,22,1,1996,1,Monday,Wellington Anniversary,N,01/22/1996,Monday
01/29/1996,29/01/1996,29,1,1996,1,Monday,Auckland Anniversary,N,01/29/1996,Monday
01/29/1996,29/01/1996,29,1,1996,1,Monday,Nelson Anniversary,N,01/29/1996,Monday
2/06/1996,6/02/1996,6,2,1996,2,Tuesday,Waitangi Day,Y,2/06/1996,Tuesday
3/11/1996,11/03/1996,11,3,1996,1,Monday,Taranaki Anniversary,N,3/11/1996,Monday
03/25/1996,25/03/1996,25,3,1996,1,Monday,Otago Anniversary,N,03/25/1996,Monday
4/05/1996,5/04/1996,5,4,1996,5,Friday,Good Friday,Y,4/05/1996,Friday
4/08/1996,8/04/1996,8,4,1996,1,Monday,Easter Monday,Y,4/08/1996,Monday
4/09/1996,9/04/1996,9,4,1996,2,Tuesday,Southland Anniversary,N,4/09/1996,Tuesday
04/25/1996,25/04/1996,25,4,1996,4,Thursday,ANZAC Day,Y,04/25/1996,Thursday
6/03/1996,3/06/1996,3,6,1996,1,Monday,Queen's Birthday,Y,6/03/1996,Monday
09/23/1996,23/09/1996,23,9,1996,1,Monday,South Canterbury Anniversary,N,09/23/1996,Monday
10/25/1996,25/10/1996,25,10,1996,5,Friday,Hawke's Bay Anniversary,N,10/25/1996,Friday
10/28/1996,28/10/1996,28,10,1996,1,Monday,Labour Day,Y,10/28/1996,Monday
11/04/1996,4/11/1996,4,11,1996,1,Monday,Marlborough Anniversary,N,11/04/1996,Monday
11/15/1996,15/11/1996,15,11,1996,5,Friday,Canterbury Anniversary,N,11/15/1996,Friday
12/02/1996,2/12/1996,2,12,1996,1,Monday,Westland Anniversary,N,12/02/1996,Monday
12/02/1996,2/12/1996,2,12,1996,1,Monday,Chatham Islands Anniversary,N,12/02/1996,Monday
12/25/1996,25/12/1996,25,12,1996,3,Wednesday,Christmas Day,Y,12/25/1996,Wednesday
12/26/1996,26/12/1996,26,12,1996,4,Thursday,Boxing Day,Y,12/26/1996,Thursday
1/01/1997,1/01/1997,1,1,1997,3,Wednesday,New Year's Day,Y,1/01/1997,Wednesday
1/02/1997,2/01/1997,2,1,1997,4,Thursday,Day after New Year's Day,Y,1/02/1997,Thursday
01/20/1997,20/01/1997,20,1,1997,1,Monday,Wellington Anniversary,N,01/20/1997,Monday
01/27/1997,27/01/1997,27,1,1997,1,Monday,Auckland Anniversary,N,01/27/1997,Monday
2/03/1997,3/02/1997,3,2,1997,1,Monday,Nelson Anniversary,N,2/03/1997,Monday
2/06/1997,6/02/1997,6,2,1997,4,Thursday,Waitangi Day,Y,2/06/1997,Thursday
3/10/1997,10/03/1997,10,3,1997,1,Monday,Taranaki Anniversary,N,3/10/1997,Monday
03/24/1997,24/03/1997,24,3,1997,1,Monday,Otago Anniversary,N,03/24/1997,Monday
03/28/1997,28/03/1997,28,3,1997,5,Friday,Good Friday,Y,03/28/1997,Friday
03/31/1997,31/03/1997,31,3,1997,1,Monday,Easter Monday,Y,03/31/1997,Monday
4/01/1997,1/04/1997,1,4,1997,2,Tuesday,Southland Anniversary,N,4/01/1997,Tuesday
04/25/1997,25/04/1997,25,4,1997,5,Friday,ANZAC Day,Y,04/25/1997,Friday
6/02/1997,2/06/1997,2,6,1997,1,Monday,Queen's Birthday,Y,6/02/1997,Monday
09/22/1997,22/09/1997,22,9,1997,1,Monday,South Canterbury Anniversary,N,09/22/1997,Monday
10/24/1997,24/10/1997,24,10,1997,5,Friday,Hawke's Bay Anniversary,N,10/24/1997,Friday
10/27/1997,27/10/1997,27,10,1997,1,Monday,Labour Day,Y,10/27/1997,Monday
11/03/1997,3/11/1997,3,11,1997,1,Monday,Marlborough Anniversary,N,11/03/1997,Monday
11/14/1997,14/11/1997,14,11,1997,5,Friday,Canterbury Anniversary,N,11/14/1997,Friday
12/01/1997,1/12/1997,1,12,1997,1,Monday,Westland Anniversary,N,12/01/1997,Monday
12/01/1997,1/12/1997,1,12,1997,1,Monday,Chatham Islands Anniversary,N,12/01/1997,Monday
12/25/1997,25/12/1997,25,12,1997,4,Thursday,Christmas Day,Y,12/25/1997,Thursday
12/26/1997,26/12/1997,26,12,1997,5,Friday,Boxing Day,Y,12/26/1997,Friday
1/01/1998,1/01/1998,1,1,1998,4,Thursday,New Year's Day,Y,1/01/1998,Thursday
1/02/1998,2/01/1998,2,1,1998,5,Friday,Day after New Year's Day,Y,1/02/1998,Friday
01/19/1998,19/01/1998,19,1,1998,1,Monday,Wellington Anniversary,N,01/19/1998,Monday
01/26/1998,26/01/1998,26,1,1998,1,Monday,Auckland Anniversary,N,01/26/1998,Monday
2/02/1998,2/02/1998,2,2,1998,1,Monday,Nelson Anniversary,N,2/02/1998,Monday
2/06/1998,6/02/1998,6,2,1998,5,Friday,Waitangi Day,Y,2/06/1998,Friday
3/09/1998,9/03/1998,9,3,1998,1,Monday,Taranaki Anniversary,N,3/09/1998,Monday
03/23/1998,23/03/1998,23,3,1998,1,Monday,Otago Anniversary,N,03/23/1998,Monday
4/10/1998,10/04/1998,10,4,1998,5,Friday,Good Friday,Y,4/10/1998,Friday
04/13/1998,13/04/1998,13,4,1998,1,Monday,Easter Monday,Y,04/13/1998,Monday
04/14/1998,14/04/1998,14,4,1998,2,Tuesday,Southland Anniversary,N,04/14/1998,Tuesday
04/25/1998,25/04/1998,25,4,1998,6,Saturday,ANZAC Day,Y,04/25/1998,Saturday
6/01/1998,1/06/1998,1,6,1998,1,Monday,Queen's Birthday,Y,6/01/1998,Monday
09/28/1998,28/09/1998,28,9,1998,1,Monday,South Canterbury Anniversary,N,09/28/1998,Monday
10/23/1998,23/10/1998,23,10,1998,5,Friday,Hawke's Bay Anniversary,N,10/23/1998,Friday
10/26/1998,26/10/1998,26,10,1998,1,Monday,Labour Day,Y,10/26/1998,Monday
11/02/1998,2/11/1998,2,11,1998,1,Monday,Marlborough Anniversary,N,11/02/1998,Monday
11/13/1998,13/11/1998,13,11,1998,5,Friday,Canterbury Anniversary,N,11/13/1998,Friday
11/30/1998,30/11/1998,30,11,1998,1,Monday,Westland Anniversary,N,11/30/1998,Monday
11/30/1998,30/11/1998,30,11,1998,1,Monday,Chatham Islands Anniversary,N,11/30/1998,Monday
12/25/1998,25/12/1998,25,12,1998,5,Friday,Christmas Day,Y,12/25/1998,Friday
12/26/1998,26/12/1998,26,12,1998,6,Saturday,Boxing Day,Y,12/28/1998,Monday
1/01/1999,1/01/1999,1,1,1999,5,Friday,New Year's Day,Y,1/01/1999,Friday
1/02/1999,2/01/1999,2,1,1999,6,Saturday,Day after New Year's Day,Y,1/04/1999,Monday
01/25/1999,25/01/1999,25,1,1999,1,Monday,Wellington Anniversary,N,01/25/1999,Monday
2/01/1999,1/02/1999,1,2,1999,1,Monday,Auckland Anniversary,N,2/01/1999,Monday
2/01/1999,1/02/1999,1,2,1999,1,Monday,Nelson Anniversary,N,2/01/1999,Monday
2/06/1999,6/02/1999,6,2,1999,6,Saturday,Waitangi Day,Y,2/06/1999,Saturday
3/08/1999,8/03/1999,8,3,1999,1,Monday,Taranaki Anniversary,N,3/08/1999,Monday
03/22/1999,22/03/1999,22,3,1999,1,Monday,Otago Anniversary,N,03/22/1999,Monday
4/02/1999,2/04/1999,2,4,1999,5,Friday,Good Friday,Y,4/02/1999,Friday
4/05/1999,5/04/1999,5,4,1999,1,Monday,Easter Monday,Y,4/05/1999,Monday
4/06/1999,6/04/1999,6,4,1999,2,Tuesday,Southland Anniversary,N,4/06/1999,Tuesday
04/25/1999,25/04/1999,25,4,1999,7,Sunday,ANZAC Day,Y,04/25/1999,Sunday
6/07/1999,7/06/1999,7,6,1999,1,Monday,Queen's Birthday,Y,6/07/1999,Monday
09/27/1999,27/09/1999,27,9,1999,1,Monday,South Canterbury Anniversary,N,09/27/1999,Monday
10/22/1999,22/10/1999,22,10,1999,5,Friday,Hawke's Bay Anniversary,N,10/22/1999,Friday
10/25/1999,25/10/1999,25,10,1999,1,Monday,Labour Day,Y,10/25/1999,Monday
11/01/1999,1/11/1999,1,11,1999,1,Monday,Marlborough Anniversary,N,11/01/1999,Monday
11/12/1999,12/11/1999,12,11,1999,5,Friday,Canterbury Anniversary,N,11/12/1999,Friday
11/29/1999,29/11/1999,29,11,1999,1,Monday,Westland Anniversary,N,11/29/1999,Monday
11/29/1999,29/11/1999,29,11,1999,1,Monday,Chatham Islands Anniversary,N,11/29/1999,Monday
12/25/1999,25/12/1999,25,12,1999,6,Saturday,Christmas Day,Y,12/27/1999,Monday
12/26/1999,26/12/1999,26,12,1999,7,Sunday,Boxing Day,Y,12/27/1999,Monday
1/01/2000,1/01/2000,1,1,2000,6,Saturday,New Year's Day,Y,1/03/2000,Monday
1/02/2000,2/01/2000,2,1,2000,7,Sunday,Day after New Year's Day,Y,1/03/2000,Monday
01/24/2000,24/01/2000,24,1,2000,1,Monday,Wellington Anniversary,N,01/24/2000,Monday
01/31/2000,31/01/2000,31,1,2000,1,Monday,Auckland Anniversary,N,01/31/2000,Monday
01/31/2000,31/01/2000,31,1,2000,1,Monday,Nelson Anniversary,N,01/31/2000,Monday
2/06/2000,6/02/2000,6,2,2000,7,Sunday,Waitangi Day,Y,2/06/2000,Sunday
03/13/2000,13/03/2000,13,3,2000,1,Monday,Taranaki Anniversary,N,03/13/2000,Monday
03/20/2000,20/03/2000,20,3,2000,1,Monday,Otago Anniversary,N,03/20/2000,Monday
04/21/2000,21/04/2000,21,4,2000,5,Friday,Good Friday,Y,04/21/2000,Friday
04/24/2000,24/04/2000,24,4,2000,1,Monday,Easter Monday,Y,04/24/2000,Monday
04/25/2000,25/04/2000,25,4,2000,2,Tuesday,ANZAC Day,Y,04/25/2000,Tuesday
04/25/2000,25/04/2000,25,4,2000,2,Tuesday,Southland Anniversary,N,04/25/2000,Tuesday
6/05/2000,5/06/2000,5,6,2000,1,Monday,Queen's Birthday,Y,6/05/2000,Monday
09/25/2000,25/09/2000,25,9,2000,1,Monday,South Canterbury Anniversary,N,09/25/2000,Monday
10/20/2000,20/10/2000,20,10,2000,5,Friday,Hawke's Bay Anniversary,N,10/20/2000,Friday
10/23/2000,23/10/2000,23,10,2000,1,Monday,Labour Day,Y,10/23/2000,Monday
10/30/2000,30/10/2000,30,10,2000,1,Monday,Marlborough Anniversary,N,10/30/2000,Monday
11/17/2000,17/11/2000,17,11,2000,5,Friday,Canterbury Anniversary,N,11/17/2000,Friday
11/27/2000,27/11/2000,27,11,2000,1,Monday,Chatham Islands Anniversary,N,11/27/2000,Monday
12/04/2000,4/12/2000,4,12,2000,1,Monday,Westland Anniversary,N,12/04/2000,Monday
12/25/2000,25/12/2000,25,12,2000,1,Monday,Christmas Day,Y,12/25/2000,Monday
12/26/2000,26/12/2000,26,12,2000,2,Tuesday,Boxing Day,Y,12/26/2000,Tuesday
1/01/2001,1/01/2001,1,1,2001,1,Monday,New Year's Day,Y,1/01/2001,Monday
1/02/2001,2/01/2001,2,1,2001,2,Tuesday,Day after New Year's Day,Y,1/02/2001,Tuesday
01/22/2001,22/01/2001,22,1,2001,1,Monday,Wellington Anniversary,N,01/22/2001,Monday
01/29/2001,29/01/2001,29,1,2001,1,Monday,Auckland Anniversary,N,01/29/2001,Monday
01/29/2001,29/01/2001,29,1,2001,1,Monday,Nelson Anniversary,N,01/29/2001,Monday
2/06/2001,6/02/2001,6,2,2001,2,Tuesday,Waitangi Day,Y,2/06/2001,Tuesday
3/12/2001,12/03/2001,12,3,2001,1,Monday,Taranaki Anniversary,N,3/12/2001,Monday
03/26/2001,26/03/2001,26,3,2001,1,Monday,Otago Anniversary,N,03/26/2001,Monday
04/13/2001,13/04/2001,13,4,2001,5,Friday,Good Friday,Y,04/13/2001,Friday
04/16/2001,16/04/2001,16,4,2001,1,Monday,Easter Monday,Y,04/16/2001,Monday
04/17/2001,17/04/2001,17,4,2001,2,Tuesday,Southland Anniversary,N,04/17/2001,Tuesday
04/25/2001,25/04/2001,25,4,2001,3,Wednesday,ANZAC Day,Y,04/25/2001,Wednesday
6/04/2001,4/06/2001,4,6,2001,1,Monday,Queen's Birthday,Y,6/04/2001,Monday
09/24/2001,24/09/2001,24,9,2001,1,Monday,South Canterbury Anniversary,N,09/24/2001,Monday
10/19/2001,19/10/2001,19,10,2001,5,Friday,Hawke's Bay Anniversary,N,10/19/2001,Friday
10/22/2001,22/10/2001,22,10,2001,1,Monday,Labour Day,Y,10/22/2001,Monday
10/29/2001,29/10/2001,29,10,2001,1,Monday,Marlborough Anniversary,N,10/29/2001,Monday
11/16/2001,16/11/2001,16,11,2001,5,Friday,Canterbury Anniversary,N,11/16/2001,Friday
12/03/2001,3/12/2001,3,12,2001,1,Monday,Westland Anniversary,N,12/03/2001,Monday
12/03/2001,3/12/2001,3,12,2001,1,Monday,Chatham Islands Anniversary,N,12/03/2001,Monday
12/25/2001,25/12/2001,25,12,2001,2,Tuesday,Christmas Day,Y,12/25/2001,Tuesday
12/26/2001,26/12/2001,26,12,2001,3,Wednesday,Boxing Day,Y,12/26/2001,Wednesday
1/01/2002,1/01/2002,1,1,2002,2,Tuesday,New Year's Day,Y,1/01/2002,Tuesday
1/02/2002,2/01/2002,2,1,2002,3,Wednesday,Day after New Year's Day,Y,1/02/2002,Wednesday
01/21/2002,21/01/2002,21,1,2002,1,Monday,Wellington Anniversary,N,01/21/2002,Monday
01/28/2002,28/01/2002,28,1,2002,1,Monday,Auckland Anniversary,N,01/28/2002,Monday
2/04/2002,4/02/2002,4,2,2002,1,Monday,Nelson Anniversary,N,2/04/2002,Monday
2/06/2002,6/02/2002,6,2,2002,3,Wednesday,Waitangi Day,Y,2/06/2002,Wednesday
3/11/2002,11/03/2002,11,3,2002,1,Monday,Taranaki Anniversary,N,3/11/2002,Monday
03/25/2002,25/03/2002,25,3,2002,1,Monday,Otago Anniversary,N,03/25/2002,Monday
03/29/2002,29/03/2002,29,3,2002,5,Friday,Good Friday,Y,03/29/2002,Friday
4/01/2002,1/04/2002,1,4,2002,1,Monday,Easter Monday,Y,4/01/2002,Monday
4/02/2002,2/04/2002,2,4,2002,2,Tuesday,Southland Anniversary,N,4/02/2002,Tuesday
04/25/2002,25/04/2002,25,4,2002,4,Thursday,ANZAC Day,Y,04/25/2002,Thursday
6/03/2002,3/06/2002,3,6,2002,1,Monday,Queen's Birthday,Y,6/03/2002,Monday
09/23/2002,23/09/2002,23,9,2002,1,Monday,South Canterbury Anniversary,N,09/23/2002,Monday
10/25/2002,25/10/2002,25,10,2002,5,Friday,Hawke's Bay Anniversary,N,10/25/2002,Friday
10/28/2002,28/10/2002,28,10,2002,1,Monday,Labour Day,Y,10/28/2002,Monday
11/04/2002,4/11/2002,4,11,2002,1,Monday,Marlborough Anniversary,N,11/04/2002,Monday
11/15/2002,15/11/2002,15,11,2002,5,Friday,Canterbury Anniversary,N,11/15/2002,Friday
12/02/2002,2/12/2002,2,12,2002,1,Monday,Westland Anniversary,N,12/02/2002,Monday
12/02/2002,2/12/2002,2,12,2002,1,Monday,Chatham Islands Anniversary,N,12/02/2002,Monday
12/25/2002,25/12/2002,25,12,2002,3,Wednesday,Christmas Day,Y,12/25/2002,Wednesday
12/26/2002,26/12/2002,26,12,2002,4,Thursday,Boxing Day,Y,12/26/2002,Thursday
1/01/2003,1/01/2003,1,1,2003,3,Wednesday,New Year's Day,Y,1/01/2003,Wednesday
1/02/2003,2/01/2003,2,1,2003,4,Thursday,Day after New Year's Day,Y,1/02/2003,Thursday
01/20/2003,20/01/2003,20,1,2003,1,Monday,Wellington Anniversary,N,01/20/2003,Monday
01/27/2003,27/01/2003,27,1,2003,1,Monday,Auckland Anniversary,N,01/27/2003,Monday
2/03/2003,3/02/2003,3,2,2003,1,Monday,Nelson Anniversary,N,2/03/2003,Monday
2/06/2003,6/02/2003,6,2,2003,4,Thursday,Waitangi Day,Y,2/06/2003,Thursday
3/10/2003,10/03/2003,10,3,2003,1,Monday,Taranaki Anniversary,N,3/10/2003,Monday
03/24/2003,24/03/2003,24,3,2003,1,Monday,Otago Anniversary,N,03/24/2003,Monday
04/18/2003,18/04/2003,18,4,2003,5,Friday,Good Friday,Y,04/18/2003,Friday
04/21/2003,21/04/2003,21,4,2003,1,Monday,Easter Monday,Y,04/21/2003,Monday
04/22/2003,22/04/2003,22,4,2003,2,Tuesday,Southland Anniversary,N,04/22/2003,Tuesday
04/25/2003,25/04/2003,25,4,2003,5,Friday,ANZAC Day,Y,04/25/2003,Friday
6/02/2003,2/06/2003,2,6,2003,1,Monday,Queen's Birthday,Y,6/02/2003,Monday
09/22/2003,22/09/2003,22,9,2003,1,Monday,South Canterbury Anniversary,N,09/22/2003,Monday
10/24/2003,24/10/2003,24,10,2003,5,Friday,Hawke's Bay Anniversary,N,10/24/2003,Friday
10/27/2003,27/10/2003,27,10,2003,1,Monday,Labour Day,Y,10/27/2003,Monday
11/03/2003,3/11/2003,3,11,2003,1,Monday,Marlborough Anniversary,N,11/03/2003,Monday
11/14/2003,14/11/2003,14,11,2003,5,Friday,Canterbury Anniversary,N,11/14/2003,Friday
12/01/2003,1/12/2003,1,12,2003,1,Monday,Westland Anniversary,N,12/01/2003,Monday
12/01/2003,1/12/2003,1,12,2003,1,Monday,Chatham Islands Anniversary,N,12/01/2003,Monday
12/25/2003,25/12/2003,25,12,2003,4,Thursday,Christmas Day,Y,12/25/2003,Thursday
12/26/2003,26/12/2003,26,12,2003,5,Friday,Boxing Day,Y,12/26/2003,Friday
1/01/2004,1/01/2004,1,1,2004,4,Thursday,New Year's Day,Y,1/01/2004,Thursday
1/02/2004,2/01/2004,2,1,2004,5,Friday,Day after New Year's Day,Y,1/02/2004,Friday
01/19/2004,19/01/2004,19,1,2004,1,Monday,Wellington Anniversary,N,01/19/2004,Monday
01/26/2004,26/01/2004,26,1,2004,1,Monday,Auckland Anniversary,N,01/26/2004,Monday
2/02/2004,2/02/2004,2,2,2004,1,Monday,Nelson Anniversary,N,2/02/2004,Monday
2/06/2004,6/02/2004,6,2,2004,5,Friday,Waitangi Day,Y,2/06/2004,Friday
3/08/2004,8/03/2004,8,3,2004,1,Monday,Taranaki Anniversary,N,3/08/2004,Monday
03/22/2004,22/03/2004,22,3,2004,1,Monday,Otago Anniversary,N,03/22/2004,Monday
4/09/2004,9/04/2004,9,4,2004,5,Friday,Good Friday,Y,4/09/2004,Friday
4/12/2004,12/04/2004,12,4,2004,1,Monday,Easter Monday,Y,4/12/2004,Monday
04/13/2004,13/04/2004,13,4,2004,2,Tuesday,Southland Anniversary,N,04/13/2004,Tuesday
04/25/2004,25/04/2004,25,4,2004,7,Sunday,ANZAC Day,Y,04/25/2004,Sunday
6/07/2004,7/06/2004,7,6,2004,1,Monday,Queen's Birthday,Y,6/07/2004,Monday
09/27/2004,27/09/2004,27,9,2004,1,Monday,South Canterbury Anniversary,N,09/27/2004,Monday
10/22/2004,22/10/2004,22,10,2004,5,Friday,Hawke's Bay Anniversary,N,10/22/2004,Friday
10/25/2004,25/10/2004,25,10,2004,1,Monday,Labour Day,Y,10/25/2004,Monday
11/01/2004,1/11/2004,1,11,2004,1,Monday,Marlborough Anniversary,N,11/01/2004,Monday
11/12/2004,12/11/2004,12,11,2004,5,Friday,Canterbury Anniversary,N,11/12/2004,Friday
11/29/2004,29/11/2004,29,11,2004,1,Monday,Westland Anniversary,N,11/29/2004,Monday
11/29/2004,29/11/2004,29,11,2004,1,Monday,Chatham Islands Anniversary,N,11/29/2004,Monday
12/25/2004,25/12/2004,25,12,2004,6,Saturday,Christmas Day,Y,12/27/2004,Monday
12/26/2004,26/12/2004,26,12,2004,7,Sunday,Boxing Day,Y,12/27/2004,Monday
